group	cluster	cluster_start	cluster_end	seqnames	strand	cluster_width	cluster_peak	cluster_total_count	hpi	cell_line	meta_cluster
C6_1h	638	73376	73376	LT934125.1	+	1	73376	1540.832049	1h	C6	717
PK_15_6h	639	73422	73422	LT934125.1	+	1	73422	16.129162	6h	PK_15	718
PC_12_4h	640	73531	73531	LT934125.1	+	1	73531	100.38145	4h	PC_12	719
C6_8h	640	73551	73551	LT934125.1	+	1	73551	32.2841	8h	C6	720
PC_12_6h	641	73673	73673	LT934125.1	+	1	73673	26.651031	6h	PC_12	721
PK_15_4h	641	73676	73676	LT934125.1	+	1	73676	40.594301	4h	PK_15	722
PC_12_8h	642	73711	73711	LT934125.1	+	1	73711	31.349928	8h	PC_12	723
PK_15_4h	643	73783	73783	LT934125.1	+	1	73783	40.594301	4h	PK_15	724
PC_12_8h	644	73840	73840	LT934125.1	+	1	73840	31.349928	8h	PC_12	725
PC_12_6h	645	73962	73962	LT934125.1	+	1	73962	26.651031	6h	PC_12	726
C6_8h	645	73982	73982	LT934125.1	+	1	73982	32.2841	8h	C6	727
PK_15_6h	646	74021	74021	LT934125.1	+	1	74021	16.129162	6h	PK_15	728
PC_12_6h	647	74113	74113	LT934125.1	+	1	74113	26.651031	6h	PC_12	729
C6_4h	647	74127	74127	LT934125.1	+	1	74127	525.486075	4h	C6	730
C6_6h	648	74191	74191	LT934125.1	+	1	74191	86.244071	6h	C6	731
C6_12h	648	74192	74192	LT934125.1	+	1	74192	20.980635	12h	C6	732
PC_12_8h	649	74241	74241	LT934125.1	+	1	74241	31.349928	8h	PC_12	733
C6_8h	649	74258	74258	LT934125.1	+	1	74258	32.2841	8h	C6	734
C6_8h	650	74375	74408	LT934125.1	+	34	74402	18014.527845	8h	C6	735
PC_12_6h	650	74377	74408	LT934125.1	+	32	74402	11619.849688	6h	PC_12	735
PC_12_8h	650	74381	74408	LT934125.1	+	28	74400	9028.779233	8h	PC_12	735
C6_12h	650	74386	74408	LT934125.1	+	23	74402	16029.205044	12h	C6	735
C6_6h	650	74396	74414	LT934125.1	+	19	74402	17335.058214	6h	C6	735
PK_15_12h	650	74397	74408	LT934125.1	+	12	74402	14803.203662	12h	PK_15	735
PK_15_4h	650	74397	74408	LT934125.1	+	12	74400	24478.36324	4h	PK_15	735
PK_15_6h	650	74397	74408	LT934125.1	+	12	74400	16274.324792	6h	PK_15	735
PK_15_8h	650	74397	74408	LT934125.1	+	12	74402	11359.698945	8h	PK_15	735
PC_12_12h	650	74399	74408	LT934125.1	+	10	74402	8586.620434	12h	PC_12	735
C6_1h	650	74400	74403	LT934125.1	+	4	74402	9244.992295	1h	C6	735
C6_2h	650	74400	74403	LT934125.1	+	4	74400	17584.994139	2h	C6	735
C6_4h	650	74400	74406	LT934125.1	+	7	74402	10509.721493	4h	C6	735
NRK_1h	650	74400	74406	LT934125.1	+	7	74400	20202.020202	1h	NRK	735
NRK_2h	650	74400	74402	LT934125.1	+	3	74402	12944.983819	2h	NRK	735
PC_12_1.5h	650	74400	74402	LT934125.1	+	3	74400	13274.336284	1.5h	PC_12	735
PC_12_1h	650	74400	74403	LT934125.1	+	4	74400	13363.028953	1h	PC_12	735
PC_12_2.5h	650	74400	74408	LT934125.1	+	9	74400	9622.50185	2.5h	PC_12	735
PC_12_2h	650	74400	74402	LT934125.1	+	3	74400	4669.779854	2h	PC_12	735
PC_12_4h	650	74400	74408	LT934125.1	+	9	74402	14254.165832	4h	PC_12	735
PK_15_2h	650	74400	74405	LT934125.1	+	6	74400	6879.073135	2h	PK_15	735
PC_12_6h	651	74514	74514	LT934125.1	+	1	74514	26.651031	6h	PC_12	736
PK_15_6h	652	74636	74636	LT934125.1	+	1	74636	24.193743	6h	PK_15	737
PC_12_4h	652	74643	74643	LT934125.1	+	1	74643	100.38145	4h	PC_12	738
PC_12_8h	652	74643	74643	LT934125.1	+	1	74643	62.699856	8h	PC_12	738
PK_15_12h	653	74677	74677	LT934125.1	+	1	74677	11.441648	12h	PK_15	739
C6_6h	653	74701	74714	LT934125.1	+	14	74701	172.488142	6h	C6	740
PK_15_8h	653	74725	74725	LT934125.1	+	1	74725	13.157952	8h	PK_15	741
PK_15_6h	654	74770	74770	LT934125.1	+	1	74770	16.129162	6h	PK_15	742
PC_12_6h	654	74777	74777	LT934125.1	+	1	74777	26.651031	6h	PC_12	743
PK_15_12h	655	74833	74839	LT934125.1	+	7	74839	25.171625	12h	PK_15	744
PK_15_4h	655	74833	74855	LT934125.1	+	23	74833	81.188602	4h	PK_15	744
C6_12h	655	74839	74839	LT934125.1	+	1	74839	20.980635	12h	C6	744
PK_15_8h	655	74839	74839	LT934125.1	+	1	74839	13.157952	8h	PK_15	744
C6_6h	656	74876	74876	LT934125.1	+	1	74876	86.244071	6h	C6	745
PC_12_4h	656	74896	74896	LT934125.1	+	1	74896	100.38145	4h	PC_12	746
PK_15_12h	657	74950	74950	LT934125.1	+	1	74950	20.594966	12h	PK_15	747
PC_12_6h	657	74968	74968	LT934125.1	+	1	74968	53.302063	6h	PC_12	748
PC_12_8h	657	74981	74981	LT934125.1	+	1	74981	31.349928	8h	PC_12	749
PC_12_4h	658	75108	75108	LT934125.1	+	1	75108	100.38145	4h	PC_12	750
C6_12h	659	75133	75139	LT934125.1	+	7	75133	69.93545	12h	C6	751
C6_8h	659	75133	75169	LT934125.1	+	37	75133	129.1364	8h	C6	751
PK_15_4h	659	75133	75160	LT934125.1	+	28	75139	243.565804	4h	PK_15	751
PK_15_8h	659	75133	75154	LT934125.1	+	22	75154	65.789762	8h	PK_15	751
PC_12_12h	659	75139	75154	LT934125.1	+	16	75154	75.081737	12h	PC_12	751
PC_12_2.5h	659	75139	75139	LT934125.1	+	1	75139	740.19245	2.5h	PC_12	751
PK_15_12h	659	75139	75154	LT934125.1	+	16	75154	64.073226	12h	PK_15	751
PK_15_6h	659	75139	75154	LT934125.1	+	16	75154	56.452068	6h	PK_15	751
PC_12_6h	659	75154	75167	LT934125.1	+	14	75154	79.953093	6h	PC_12	751
PC_12_8h	659	75154	75216	LT934125.1	+	63	75154	219.449496	8h	PC_12	751
PK_15_2h	659	75154	75154	LT934125.1	+	1	75154	362.056481	2h	PK_15	751
C6_6h	660	75183	75183	LT934125.1	+	1	75183	86.244071	6h	C6	751
PC_12_6h	661	75262	75271	LT934125.1	+	10	75262	133.255157	6h	PC_12	752
PK_15_12h	661	75262	75262	LT934125.1	+	1	75262	18.306636	12h	PK_15	752
PK_15_8h	661	75262	75271	LT934125.1	+	10	75262	35.087873	8h	PK_15	752
C6_6h	662	75289	75313	LT934125.1	+	25	75289	172.488142	6h	C6	753
NRK_2h	662	75302	75302	LT934125.1	+	1	75302	3236.245955	2h	NRK	753
PC_12_8h	662	75318	75318	LT934125.1	+	1	75318	62.699856	8h	PC_12	754
C6_8h	663	75338	75441	LT934125.1	+	104	75382	387.4092	8h	C6	755
PK_15_12h	663	75342	75382	LT934125.1	+	41	75382	86.956523	12h	PK_15	755
PC_12_12h	663	75349	75397	LT934125.1	+	49	75382	156.989085	12h	PC_12	755
C6_2h	663	75355	75355	LT934125.1	+	1	75355	1172.332943	2h	C6	755
PK_15_8h	663	75360	75382	LT934125.1	+	23	75382	57.017793	8h	PK_15	755
C6_12h	663	75371	75382	LT934125.1	+	12	75382	55.94836	12h	C6	755
PC_12_4h	663	75371	75371	LT934125.1	+	1	75371	100.38145	4h	PC_12	755
PK_15_6h	663	75382	75382	LT934125.1	+	1	75382	32.258325	6h	PK_15	755
PK_15_12h	664	75491	75491	LT934125.1	+	1	75491	11.441648	12h	PK_15	756
PK_15_8h	664	75491	75491	LT934125.1	+	1	75491	13.157952	8h	PK_15	756
C6_12h	665	75653	75653	LT934125.1	+	1	75653	55.94836	12h	C6	757
C6_6h	665	75653	75653	LT934125.1	+	1	75653	86.244071	6h	C6	757
C6_8h	665	75653	75653	LT934125.1	+	1	75653	32.2841	8h	C6	757
PC_12_12h	665	75653	75653	LT934125.1	+	1	75653	20.476837	12h	PC_12	757
PC_12_8h	665	75653	75655	LT934125.1	+	3	75653	62.699856	8h	PC_12	757
PK_15_12h	665	75653	75653	LT934125.1	+	1	75653	13.729977	12h	PK_15	757
PK_15_6h	665	75653	75653	LT934125.1	+	1	75653	24.193743	6h	PK_15	757
PK_15_8h	665	75653	75653	LT934125.1	+	1	75653	26.315905	8h	PK_15	757
PC_12_8h	666	76263	76263	LT934125.1	+	1	76263	31.349928	8h	PC_12	758
PC_12_6h	666	76266	76266	LT934125.1	+	1	76266	26.651031	6h	PC_12	759
C6_6h	667	76674	76688	LT934125.1	+	15	76683	1897.369557	6h	C6	760
C6_12h	667	76677	76687	LT934125.1	+	11	76683	1454.657352	12h	C6	760
C6_8h	667	76677	76692	LT934125.1	+	16	76683	1355.932203	8h	C6	760
PC_12_12h	667	76677	76685	LT934125.1	+	9	76683	389.059908	12h	PC_12	760
PC_12_6h	667	76677	76687	LT934125.1	+	11	76683	799.530942	6h	PC_12	760
PC_12_8h	667	76677	76685	LT934125.1	+	9	76683	438.898991	8h	PC_12	760
PK_15_6h	667	76677	76689	LT934125.1	+	13	76683	814.522697	6h	PK_15	760
PK_15_8h	667	76677	76689	LT934125.1	+	13	76683	662.283607	8h	PK_15	760
PK_15_4h	667	76682	76685	LT934125.1	+	4	76683	974.263214	4h	PK_15	760
C6_1h	667	76683	76689	LT934125.1	+	7	76683	6163.328197	1h	C6	760
PC_12_2h	667	76683	76685	LT934125.1	+	3	76683	3335.557038	2h	PC_12	760
PC_12_4h	667	76683	76685	LT934125.1	+	3	76683	903.433046	4h	PC_12	760
PK_15_12h	667	76683	76685	LT934125.1	+	3	76683	183.066362	12h	PK_15	760
PK_15_2h	667	76683	76683	LT934125.1	+	1	76683	724.112962	2h	PK_15	760
PC_12_8h	668	76849	76849	LT934125.1	+	1	76849	31.349928	8h	PC_12	761
PK_15_1h	669	76914	76914	LT934125.1	+	1	76914	2923.976608	1h	PK_15	762
C6_12h	670	76990	76992	LT934125.1	+	3	76990	223.793439	12h	C6	763
C6_6h	670	76990	76992	LT934125.1	+	3	76990	603.708495	6h	C6	763
C6_8h	670	76990	76992	LT934125.1	+	3	76990	290.556901	8h	C6	763
NRK_2h	670	76990	76990	LT934125.1	+	1	76990	3236.245955	2h	NRK	763
PC_12_1.5h	670	76990	76990	LT934125.1	+	1	76990	2212.389381	1.5h	PC_12	763
PC_12_12h	670	76990	76990	LT934125.1	+	1	76990	34.128062	12h	PC_12	763
PC_12_2.5h	670	76990	76990	LT934125.1	+	1	76990	1480.3849	2.5h	PC_12	763
PC_12_2h	670	76990	76990	LT934125.1	+	1	76990	2001.334223	2h	PC_12	763
PC_12_4h	670	76990	76992	LT934125.1	+	3	76990	301.144349	4h	PC_12	763
PC_12_6h	670	76990	76993	LT934125.1	+	4	76990	266.510314	6h	PC_12	763
PC_12_8h	670	76990	76990	LT934125.1	+	1	76990	94.049784	8h	PC_12	763
PK_15_2h	670	76990	76992	LT934125.1	+	3	76990	1448.225923	2h	PK_15	763
PK_15_4h	670	76990	76993	LT934125.1	+	4	76990	324.754405	4h	PK_15	763
PK_15_6h	670	76990	76992	LT934125.1	+	3	76990	161.291623	6h	PK_15	763
PK_15_8h	670	76990	76992	LT934125.1	+	3	76990	153.509445	8h	PK_15	763
C6_2h	670	76992	76992	LT934125.1	+	1	76992	1172.332943	2h	C6	763
PC_12_8h	671	77169	77169	LT934125.1	+	1	77169	31.349928	8h	PC_12	764
C6_6h	672	77226	77226	LT934125.1	+	1	77226	86.244071	6h	C6	765
C6_8h	672	77246	77246	LT934125.1	+	1	77246	32.2841	8h	C6	766
C6_8h	673	77426	77426	LT934125.1	+	1	77426	32.2841	8h	C6	767
PC_12_8h	674	77530	77530	LT934125.1	+	1	77530	31.349928	8h	PC_12	768
PC_12_4h	674	77536	77536	LT934125.1	+	1	77536	100.38145	4h	PC_12	769
PC_12_6h	674	77537	77537	LT934125.1	+	1	77537	26.651031	6h	PC_12	770
C6_6h	674	77552	77552	LT934125.1	+	1	77552	86.244071	6h	C6	771
PC_12_6h	675	77750	77750	LT934125.1	+	1	77750	26.651031	6h	PC_12	772
PC_12_8h	675	77760	77760	LT934125.1	+	1	77760	31.349928	8h	PC_12	773
C6_8h	676	77789	77816	LT934125.1	+	28	77789	64.5682	8h	C6	774
PC_12_2h	677	77844	77844	LT934125.1	+	1	77844	667.111408	2h	PC_12	775
PC_12_6h	678	77888	77899	LT934125.1	+	12	77888	53.302062	6h	PC_12	776
PC_12_4h	678	77896	77896	LT934125.1	+	1	77896	100.38145	4h	PC_12	776
C6_6h	679	77933	77954	LT934125.1	+	22	77933	172.488142	6h	C6	777
C6_8h	680	78018	78062	LT934125.1	+	45	78044	3325.262306	8h	C6	778
C6_12h	680	78035	78083	LT934125.1	+	49	78044	2391.792375	12h	C6	778
C6_2h	680	78035	78044	LT934125.1	+	10	78044	4689.331771	2h	C6	778
C6_6h	680	78035	78068	LT934125.1	+	34	78044	5864.59681	6h	C6	778
PC_12_12h	680	78035	78062	LT934125.1	+	28	78035	327.629397	12h	PC_12	778
PC_12_1h	680	78035	78042	LT934125.1	+	8	78035	6681.514476	1h	PC_12	778
PC_12_2h	680	78035	78044	LT934125.1	+	10	78035	3335.557038	2h	PC_12	778
PC_12_6h	680	78035	78092	LT934125.1	+	58	78044	852.833003	6h	PC_12	778
PC_12_8h	680	78035	78062	LT934125.1	+	28	78044	721.048342	8h	PC_12	778
PK_15_12h	680	78035	78044	LT934125.1	+	10	78044	123.569794	12h	PK_15	778
PK_15_4h	680	78035	78062	LT934125.1	+	28	78035	1339.61192	4h	PK_15	778
PK_15_6h	680	78035	78062	LT934125.1	+	28	78040	596.779004	6h	PK_15	778
PK_15_8h	680	78035	78062	LT934125.1	+	28	78044	517.54613	8h	PK_15	778
PK_15_2h	680	78036	78045	LT934125.1	+	10	78036	1086.169443	2h	PK_15	778
PC_12_4h	680	78037	78062	LT934125.1	+	26	78041	803.051599	4h	PC_12	778
C6_1h	680	78039	78044	LT934125.1	+	6	78044	6163.328197	1h	C6	778
C6_4h	680	78040	78062	LT934125.1	+	23	78041	3678.402524	4h	C6	778
PC_12_1.5h	680	78042	78044	LT934125.1	+	3	78042	4424.778762	1.5h	PC_12	778
C6_6h	681	78228	78228	LT934125.1	+	1	78228	86.244071	6h	C6	779
PC_12_8h	681	78237	78237	LT934125.1	+	1	78237	31.349928	8h	PC_12	780
PC_12_6h	681	78254	78254	LT934125.1	+	1	78254	26.651031	6h	PC_12	781
PK_15_4h	682	78282	78336	LT934125.1	+	55	78282	121.782903	4h	PK_15	782
PK_15_8h	683	78332	78332	LT934125.1	+	1	78332	13.157952	8h	PK_15	782
PC_12_4h	684	78367	78367	LT934125.1	+	1	78367	100.38145	4h	PC_12	783
C6_6h	685	78436	78436	LT934125.1	+	1	78436	172.488141	6h	C6	784
PC_12_6h	685	78436	78460	LT934125.1	+	25	78436	53.302062	6h	PC_12	784
PC_12_8h	686	78516	78524	LT934125.1	+	9	78516	62.699856	8h	PC_12	785
PK_15_4h	686	78524	78524	LT934125.1	+	1	78524	40.594301	4h	PK_15	785
C6_12h	686	78526	78526	LT934125.1	+	1	78526	20.980635	12h	C6	786
C6_6h	687	78597	78597	LT934125.1	+	1	78597	86.244071	6h	C6	787
PC_12_6h	687	78601	78601	LT934125.1	+	1	78601	26.651031	6h	PC_12	788
C6_8h	687	78607	78607	LT934125.1	+	1	78607	32.2841	8h	C6	789
C6_1h	688	78653	78653	LT934125.1	+	1	78653	1540.832049	1h	C6	790
PC_12_4h	689	78749	78749	LT934125.1	+	1	78749	100.38145	4h	PC_12	791
C6_6h	689	78763	78763	LT934125.1	+	1	78763	86.244071	6h	C6	792
PK_15_4h	689	78776	78776	LT934125.1	+	1	78776	40.594301	4h	PK_15	793
PC_12_6h	690	78790	78828	LT934125.1	+	39	78828	213.20825	6h	PC_12	794
C6_12h	690	78825	78825	LT934125.1	+	1	78825	27.97418	12h	C6	794
C6_8h	690	78825	78844	LT934125.1	+	20	78825	193.7046	8h	C6	794
PC_12_12h	690	78825	78825	LT934125.1	+	1	78825	27.30245	12h	PC_12	794
PK_15_12h	690	78825	78825	LT934125.1	+	1	78825	18.306636	12h	PK_15	794
PK_15_6h	690	78825	78825	LT934125.1	+	1	78825	16.129162	6h	PK_15	794
PK_15_8h	690	78825	78825	LT934125.1	+	1	78825	17.543937	8h	PK_15	794
PC_12_2.5h	691	78880	78901	LT934125.1	+	22	78880	1480.3849	2.5h	PC_12	795
C6_12h	692	78969	78969	LT934125.1	+	1	78969	20.980635	12h	C6	796
PC_12_8h	692	78979	79089	LT934125.1	+	111	78991	376.199136	8h	PC_12	797
C6_6h	692	78999	78999	LT934125.1	+	1	78999	86.244071	6h	C6	797
PK_15_8h	692	79008	79010	LT934125.1	+	3	79008	26.315904	8h	PK_15	797
PC_12_6h	692	79010	79024	LT934125.1	+	15	79010	106.604125	6h	PC_12	797
PK_15_4h	692	79010	79010	LT934125.1	+	1	79010	40.594301	4h	PK_15	797
PK_15_6h	692	79010	79010	LT934125.1	+	1	79010	16.129162	6h	PK_15	797
PC_12_4h	693	79051	79051	LT934125.1	+	1	79051	100.38145	4h	PC_12	797
C6_8h	694	79070	79171	LT934125.1	+	102	79143	225.9887	8h	C6	797
C6_2h	694	79126	79126	LT934125.1	+	1	79126	1172.332943	2h	C6	797
PC_12_12h	694	79143	79143	LT934125.1	+	1	79143	20.476837	12h	PC_12	797
PK_15_12h	694	79143	79143	LT934125.1	+	1	79143	29.748284	12h	PK_15	797
PK_15_8h	694	79143	79143	LT934125.1	+	1	79143	43.859841	8h	PK_15	797
C6_6h	694	79146	79146	LT934125.1	+	1	79146	86.244071	6h	C6	797
PK_15_4h	695	79203	79203	LT934125.1	+	1	79203	40.594301	4h	PK_15	798
PC_12_2h	696	79242	79242	LT934125.1	+	1	79242	667.111408	2h	PC_12	799
C6_8h	696	79248	79319	LT934125.1	+	72	79269	225.9887	8h	C6	800
PC_12_6h	696	79248	79287	LT934125.1	+	40	79260	133.255156	6h	PC_12	800
PK_15_8h	696	79248	79269	LT934125.1	+	22	79269	30.701889	8h	PK_15	800
PC_12_4h	696	79260	79260	LT934125.1	+	1	79260	100.38145	4h	PC_12	800
PK_15_6h	696	79260	79269	LT934125.1	+	10	79260	32.258324	6h	PK_15	800
C6_12h	696	79269	79269	LT934125.1	+	1	79269	20.980635	12h	C6	800
PK_15_2h	696	79269	79287	LT934125.1	+	19	79269	724.112962	2h	PK_15	800
PK_15_12h	697	79315	79315	LT934125.1	+	1	79315	16.018307	12h	PK_15	800
PK_15_4h	697	79323	79324	LT934125.1	+	2	79323	81.188602	4h	PK_15	801
PC_12_8h	698	79343	79454	LT934125.1	+	112	79444	20973.101763	8h	PC_12	802
C6_8h	698	79401	79445	LT934125.1	+	45	79444	26698.950766	8h	C6	802
C6_1h	698	79418	79444	LT934125.1	+	27	79440	10785.824345	1h	C6	802
PC_12_1h	698	79432	79444	LT934125.1	+	13	79444	26726.057905	1h	PC_12	802
PC_12_2h	698	79433	79465	LT934125.1	+	33	79444	22681.78786	2h	PC_12	802
PK_15_6h	698	79436	79454	LT934125.1	+	19	79444	18621.11791	6h	PK_15	802
C6_12h	698	79437	79454	LT934125.1	+	18	79444	20854.751065	12h	C6	802
C6_6h	698	79437	79448	LT934125.1	+	12	79444	18887.451488	6h	C6	802
PC_12_12h	698	79437	79454	LT934125.1	+	18	79444	17043.554234	12h	PC_12	802
PC_12_6h	698	79437	79454	LT934125.1	+	18	79444	8395.07489	6h	PC_12	802
PK_15_12h	698	79437	79454	LT934125.1	+	18	79444	17462.242563	12h	PK_15	802
PK_15_2h	698	79437	79454	LT934125.1	+	18	79444	16654.598117	2h	PK_15	802
PK_15_4h	698	79437	79454	LT934125.1	+	18	79444	27035.804173	4h	PK_15	802
PK_15_8h	698	79437	79454	LT934125.1	+	18	79444	23263.259926	8h	PK_15	802
C6_2h	698	79439	79454	LT934125.1	+	16	79444	22274.325909	2h	C6	802
PC_12_2.5h	698	79439	79461	LT934125.1	+	23	79444	30347.890451	2.5h	PC_12	802
C6_4h	698	79440	79447	LT934125.1	+	8	79444	12611.665792	4h	C6	802
NRK_2h	698	79440	79445	LT934125.1	+	6	79444	29126.213593	2h	NRK	802
PC_12_1.5h	698	79440	79454	LT934125.1	+	15	79444	35398.230089	1.5h	PC_12	802
PC_12_4h	698	79440	79461	LT934125.1	+	22	79444	8331.66031	4h	PC_12	802
PK_15_1h	698	79440	79444	LT934125.1	+	5	79444	17543.859649	1h	PK_15	802
NRK_1h	698	79444	79444	LT934125.1	+	1	79444	20202.020202	1h	NRK	802
PC_12_0.5h	698	79444	79444	LT934125.1	+	1	79444	32258.064516	0.5h	PC_12	802
PC_12_8h	700	79549	79650	LT934125.1	+	102	79618	470.24892	8h	PC_12	803
PK_15_6h	700	79582	79628	LT934125.1	+	47	79622	161.291622	6h	PK_15	803
PC_12_12h	700	79584	79650	LT934125.1	+	67	79622	143.337861	12h	PC_12	803
C6_8h	700	79585	79632	LT934125.1	+	48	79622	290.5569	8h	C6	803
C6_2h	700	79598	79618	LT934125.1	+	21	79598	2344.665886	2h	C6	803
PC_12_4h	700	79622	79675	LT934125.1	+	54	79622	401.525799	4h	PC_12	803
PC_12_1.5h	701	79681	79681	LT934125.1	+	1	79681	2212.389381	1.5h	PC_12	804
PC_12_12h	703	79686	79806	LT934125.1	+	121	79781	348.106233	12h	PC_12	805
PC_12_8h	703	79686	79878	LT934125.1	+	193	79786	1504.796543	8h	PC_12	805
PC_12_6h	703	79702	79841	LT934125.1	+	140	79781	373.114436	6h	PC_12	805
PC_12_1h	702	79712	79712	LT934125.1	+	1	79712	2227.171492	1h	PC_12	805
PK_15_8h	703	79712	79786	LT934125.1	+	75	79781	157.895429	8h	PK_15	805
PC_12_2h	702	79714	79714	LT934125.1	+	1	79714	667.111408	2h	PC_12	805
PK_15_12h	703	79716	79781	LT934125.1	+	66	79781	123.569794	12h	PK_15	805
PK_15_2h	702	79728	79728	LT934125.1	+	1	79728	362.056481	2h	PK_15	805
PK_15_6h	703	79747	79806	LT934125.1	+	60	79781	129.033297	6h	PK_15	805
C6_1h	702	79749	79749	LT934125.1	+	1	79749	1540.832049	1h	C6	805
PC_12_4h	703	79749	79806	LT934125.1	+	58	79781	702.670149	4h	PC_12	805
C6_8h	703	79753	79825	LT934125.1	+	73	79781	677.966101	8h	C6	805
C6_12h	703	79781	79786	LT934125.1	+	6	79781	97.90963	12h	C6	805
NRK_2h	703	79781	79781	LT934125.1	+	1	79781	3236.245955	2h	NRK	805
PK_15_8h	704	79884	79884	LT934125.1	+	1	79884	35.087873	8h	PK_15	806
PC_12_8h	705	80305	80305	LT934125.1	+	1	80305	31.349928	8h	PC_12	807
PK_15_4h	706	80368	80368	LT934125.1	+	1	80368	40.594301	4h	PK_15	808
C6_6h	707	80543	80543	LT934125.1	+	1	80543	86.244071	6h	C6	809
PC_12_6h	708	80693	80693	LT934125.1	+	1	80693	26.651031	6h	PC_12	810
PC_12_8h	709	80742	80742	LT934125.1	+	1	80742	31.349928	8h	PC_12	811
C6_6h	710	81081	81082	LT934125.1	+	2	81082	258.732212	6h	C6	812
C6_8h	710	81081	81084	LT934125.1	+	4	81082	161.4205	8h	C6	812
PC_12_8h	710	81081	81082	LT934125.1	+	2	81081	125.399712	8h	PC_12	812
C6_12h	710	81082	81082	LT934125.1	+	1	81082	90.916084	12h	C6	812
PC_12_1h	710	81082	81082	LT934125.1	+	1	81082	4454.342984	1h	PC_12	812
PC_12_4h	710	81082	81082	LT934125.1	+	1	81082	100.38145	4h	PC_12	812
PC_12_6h	710	81082	81098	LT934125.1	+	17	81082	159.906188	6h	PC_12	812
PK_15_2h	710	81082	81082	LT934125.1	+	1	81082	362.056481	2h	PK_15	812
PK_15_4h	710	81082	81082	LT934125.1	+	1	81082	81.188601	4h	PK_15	812
PK_15_6h	710	81082	81082	LT934125.1	+	1	81082	56.452068	6h	PK_15	812
PK_15_8h	710	81082	81082	LT934125.1	+	1	81082	30.701889	8h	PK_15	812
PC_12_12h	711	81332	81336	LT934125.1	+	5	81332	95.558574	12h	PC_12	813
PC_12_8h	711	81336	81336	LT934125.1	+	1	81336	31.349928	8h	PC_12	813
C6_12h	712	81436	81455	LT934125.1	+	20	81436	118.890264	12h	C6	814
C6_6h	712	81436	81436	LT934125.1	+	1	81436	86.244071	6h	C6	814
C6_8h	712	81436	81436	LT934125.1	+	1	81436	32.2841	8h	C6	814
PC_12_12h	712	81436	81436	LT934125.1	+	1	81436	54.604899	12h	PC_12	814
PC_12_6h	712	81436	81481	LT934125.1	+	46	81436	79.953093	6h	PC_12	814
PC_12_8h	712	81436	81480	LT934125.1	+	45	81436	125.399712	8h	PC_12	814
PK_15_12h	712	81436	81436	LT934125.1	+	1	81436	11.441648	12h	PK_15	814
PK_15_8h	712	81436	81436	LT934125.1	+	1	81436	17.543937	8h	PK_15	814
PK_15_6h	713	81480	81480	LT934125.1	+	1	81480	16.129162	6h	PK_15	814
PK_15_2h	714	81671	81671	LT934125.1	+	1	81671	362.056481	2h	PK_15	815
PC_12_6h	715	81739	81739	LT934125.1	+	1	81739	26.651031	6h	PC_12	816
C6_12h	716	81829	81829	LT934125.1	+	1	81829	34.967725	12h	C6	817
PC_12_8h	716	81830	81830	LT934125.1	+	1	81830	31.349928	8h	PC_12	818
PC_12_6h	717	81885	81885	LT934125.1	+	1	81885	26.651031	6h	PC_12	819
PK_15_4h	718	81965	81965	LT934125.1	+	1	81965	40.594301	4h	PK_15	820
C6_8h	719	82039	82039	LT934125.1	+	1	82039	32.2841	8h	C6	821
PC_12_8h	720	82081	82081	LT934125.1	+	1	82081	31.349928	8h	PC_12	822
PC_12_8h	721	82249	82249	LT934125.1	+	1	82249	62.699856	8h	PC_12	823
C6_8h	722	82471	82486	LT934125.1	+	16	82471	64.5682	8h	C6	824
PC_12_6h	722	82471	82471	LT934125.1	+	1	82471	26.651031	6h	PC_12	824
PK_15_4h	722	82471	82474	LT934125.1	+	4	82471	121.782902	4h	PK_15	824
PK_15_6h	722	82471	82471	LT934125.1	+	1	82471	16.129162	6h	PK_15	824
NRK_2h	722	82473	82473	LT934125.1	+	1	82473	3236.245955	2h	NRK	824
C6_2h	722	82476	82476	LT934125.1	+	1	82476	1172.332943	2h	C6	824
PC_12_6h	723	82734	82734	LT934125.1	+	1	82734	26.651031	6h	PC_12	825
C6_6h	724	82790	82790	LT934125.1	+	1	82790	86.244071	6h	C6	826
PC_12_2h	724	82813	82813	LT934125.1	+	1	82813	667.111408	2h	PC_12	827
C6_8h	724	82818	82818	LT934125.1	+	1	82818	32.2841	8h	C6	828
PC_12_4h	725	83125	83125	LT934125.1	+	1	83125	100.38145	4h	PC_12	829
C6_8h	725	83131	83134	LT934125.1	+	4	83131	64.5682	8h	C6	830
PC_12_6h	725	83131	83131	LT934125.1	+	1	83131	26.651031	6h	PC_12	830
PK_15_4h	725	83131	83131	LT934125.1	+	1	83131	40.594301	4h	PK_15	830
C6_8h	726	83421	83421	LT934125.1	+	1	83421	32.2841	8h	C6	831
PC_12_6h	726	83424	83424	LT934125.1	+	1	83424	26.651031	6h	PC_12	832
PC_12_6h	727	83634	83634	LT934125.1	+	1	83634	26.651031	6h	PC_12	833
C6_8h	728	83685	83685	LT934125.1	+	1	83685	32.2841	8h	C6	834
C6_4h	729	83789	83794	LT934125.1	+	6	83789	1050.97215	4h	C6	835
C6_12h	729	83792	83792	LT934125.1	+	1	83792	69.93545	12h	C6	835
C6_8h	729	83792	83792	LT934125.1	+	1	83792	32.2841	8h	C6	835
PC_12_6h	729	83792	83792	LT934125.1	+	1	83792	26.651031	6h	PC_12	835
