sample,hpi,Time,libtype,group,cell_line,sample_name,seqnames,strand,pos,count,endtype
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32034,12,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32035,202,prime5
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,+,32035,5,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32036,3083,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,32036,39,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32036,2109,prime5
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,+,32036,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32036,1021,prime5
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,+,32036,11,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32037,255,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,32037,6,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32037,178,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32037,70,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32038,4234,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,32038,51,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32038,4817,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32038,2572,prime5
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,+,32038,13,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32039,8,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32039,14,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32039,10,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32040,206,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,32040,3,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32040,170,prime5
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,+,32040,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32040,114,prime5
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,+,32040,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32041,6,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32041,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32041,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32042,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32044,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32044,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32045,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32045,3,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32045,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32046,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32046,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32047,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32047,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32047,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32049,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32049,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32052,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32052,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32053,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32071,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32091,6,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32091,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32092,3,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32092,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32094,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32095,3,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,32095,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32095,5,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32095,3,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32099,3,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32102,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32104,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32104,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32106,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32106,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32106,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32110,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32116,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32117,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32117,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32117,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32118,1,prime5
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,+,32118,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32130,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32132,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32145,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32145,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32146,3,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32156,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32161,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32163,4,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32164,5,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,32164,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32164,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32170,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32171,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32172,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32174,2,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,32180,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32187,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32191,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32193,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32198,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32201,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32203,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32203,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32204,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32204,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32212,1,prime5
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,+,32213,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32227,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,32228,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32231,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,32256,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32363,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32369,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32421,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32677,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32728,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32733,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,32733,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,32787,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33026,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33173,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,33174,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33221,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,33372,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33590,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33603,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33620,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33633,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33740,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,33783,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33819,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33868,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,33961,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34037,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,34092,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34111,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,34143,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,34144,4,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34145,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,34145,4,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34146,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34147,3,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,34149,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,34176,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34189,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,34347,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,34361,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34404,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34530,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34531,3,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,34531,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34540,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34568,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34655,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34663,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34698,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34706,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,34726,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,34780,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,34794,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34818,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34851,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34857,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34867,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34868,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,34886,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,34887,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,34942,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,35127,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,35165,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,35228,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,35353,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,35579,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,35654,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,35706,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,35707,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,35861,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,35904,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,36200,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,36578,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,36770,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,37227,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,37573,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,38123,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,38264,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,38523,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,38526,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,38716,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,38807,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,39199,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,39417,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,39523,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,39602,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,39614,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,39675,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,39772,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,39817,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,40303,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,40479,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,40553,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,40811,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,40984,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,40998,1,prime5
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,+,41018,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,41027,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,41159,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,41408,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,41430,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,41432,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,41432,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,41624,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,41683,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,41683,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,41687,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,41702,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,41705,2,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,41706,4,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,41706,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,41706,2,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,41708,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,41714,2,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,41716,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,41779,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,42009,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,42015,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,42018,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,42049,1,prime5
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,+,42220,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,42658,1,prime5
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,+,42676,1,prime5
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,+,43190,1,prime5
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,+,43192,1,prime5
